CODPRO,PROVINCIA,CODCOM,COMUNE,PROCOM,SEZ2011,P1,P2,P3,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,ST1,ST2,ST2_B,ST3,ST4,ST5,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30,ST31,ST32,ST33,PF1,PF3,PF4,PF5,PF6,PF7,PF8
55,Terni,32,Terni,55032,550320000641,26,15,11,0,0,1,0,1,0,0,2,2,3,1,0,0,6,6,4,0,0,1,0,1,0,0,1,1,2,0,0,0,3,3,3,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,1,26,15,11,1,3,9,10,3,0,2,4,8,1,1,1,5,2,2,5,4,1,1,9,15,1,5,9,0,4,6,5,4,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,17,10,5,2,0,0,0
55,Terni,32,Terni,55032,550320000642,37,16,21,0,2,3,4,2,0,0,0,2,3,8,1,1,3,1,7,0,0,2,3,0,0,0,0,0,2,4,0,0,1,0,4,0,2,1,1,2,0,0,0,2,1,4,1,1,2,1,3,36,16,20,2,4,10,17,3,0,2,6,7,1,2,2,4,10,2,15,7,8,5,21,11,2,9,5,3,12,6,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,6,3,2,1,0
55,Terni,32,Terni,55032,550320000643,175,81,94,3,8,8,13,11,7,9,7,13,16,17,15,17,2,4,25,1,5,3,6,8,5,2,5,6,5,8,9,10,1,0,7,2,3,5,7,3,2,7,2,7,11,9,6,7,1,4,18,167,77,90,12,23,56,63,13,4,7,25,37,4,8,16,31,26,9,72,42,30,13,94,31,7,52,8,6,42,23,58,33,25,37,14,23,11,22,4,19,8,11,18,6,12,6,31,0,2,12,0,4,19,0,14,9,5,76,27,18,14,15,2,0
55,Terni,32,Terni,55032,550320000644,124,59,65,4,5,4,5,9,10,2,9,5,9,18,7,6,6,5,20,3,2,3,3,7,6,1,6,2,5,6,4,3,0,2,6,1,3,1,2,2,4,1,3,3,4,12,3,3,6,3,14,115,54,61,2,19,33,50,11,0,7,13,30,4,2,12,20,20,7,48,29,19,11,63,29,6,35,8,5,28,21,38,23,15,21,10,11,5,14,2,14,5,9,7,5,2,2,17,2,2,8,0,0,9,2,10,6,4,56,23,11,12,7,3,0
55,Terni,32,Terni,55032,550320000645,95,39,56,3,5,4,7,6,6,3,6,7,6,10,2,4,7,6,13,3,3,1,2,3,3,1,2,3,1,4,1,0,4,3,5,0,2,3,5,3,3,2,4,4,5,6,1,4,3,3,8,89,35,54,3,15,34,30,7,2,7,14,11,1,1,8,20,19,6,33,14,19,7,44,23,6,14,10,1,30,13,25,11,14,21,9,12,7,9,5,19,8,11,2,1,1,5,13,3,1,6,2,4,7,1,8,3,5,41,11,14,11,2,3,0
55,Terni,32,Terni,55032,550320000646,20,9,11,0,0,2,2,1,0,0,0,0,3,2,1,2,2,2,3,0,0,0,2,0,0,0,0,0,1,2,1,0,1,0,2,0,0,2,0,1,0,0,0,0,2,0,0,2,1,2,1,20,9,11,1,3,8,7,1,0,1,5,2,1,1,2,3,5,0,5,3,2,2,11,7,0,6,3,2,5,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,2,0,0
55,Terni,32,Terni,55032,550320000647,64,37,27,2,2,4,1,6,4,5,6,6,3,4,3,1,2,3,12,1,0,2,1,5,3,4,2,4,1,3,2,1,1,1,6,1,2,2,0,1,1,1,4,2,2,1,1,0,1,2,6,61,36,25,1,11,21,22,6,0,4,14,15,3,1,7,7,7,3,31,21,10,5,25,17,2,17,8,3,8,9,22,15,7,17,10,7,8,9,0,5,3,2,12,7,5,3,14,0,1,9,0,2,5,0,9,6,3,34,19,6,5,3,0,1
55,Terni,32,Terni,55032,550320000648,102,48,54,4,3,5,6,3,4,5,4,7,6,10,5,11,4,4,21,1,2,3,5,1,0,2,3,3,3,3,2,6,3,2,9,3,1,2,1,2,4,3,1,4,3,7,3,5,1,2,12,96,45,51,3,16,32,34,11,1,9,17,14,4,2,7,15,20,7,40,20,20,12,51,29,6,24,14,6,27,15,36,18,18,10,4,6,3,7,0,5,0,5,5,4,1,0,10,0,0,4,0,0,6,0,4,2,2,49,20,15,6,6,2,0
55,Terni,32,Terni,55032,550320000649,323,153,170,11,8,18,14,13,11,19,11,23,33,27,29,17,28,15,46,6,5,9,6,7,7,8,2,15,18,13,11,9,12,7,18,5,3,9,8,6,4,11,9,8,15,14,18,8,16,8,28,304,142,162,9,42,87,135,31,2,19,43,68,10,7,23,44,67,21,115,60,55,34,169,82,17,87,36,17,82,46,101,55,46,38,13,25,11,17,10,16,4,12,22,9,13,3,28,7,3,9,1,0,19,6,14,5,9,155,61,48,26,15,4,1
55,Terni,32,Terni,55032,550320000650,358,171,187,7,9,12,14,24,19,15,16,25,22,31,29,14,24,20,77,3,8,9,5,15,11,9,9,14,6,14,11,6,12,8,31,4,1,3,9,9,8,6,7,11,16,17,18,8,12,12,46,343,161,182,13,43,76,135,76,5,20,33,66,37,8,23,43,69,39,130,73,57,23,171,121,16,89,51,7,82,70,108,62,46,43,15,28,15,25,3,22,6,16,21,9,12,5,38,0,4,11,0,1,27,0,22,11,11,175,66,59,31,14,5,0
55,Terni,32,Terni,55032,550320000651,58,24,34,0,3,1,2,4,2,1,2,8,8,2,4,3,4,3,11,0,1,1,1,2,1,1,0,3,6,1,1,1,2,0,3,0,2,0,1,2,1,0,2,5,2,1,3,2,2,3,8,56,24,32,2,8,24,18,4,2,2,12,6,2,0,6,12,12,2,18,11,7,4,25,17,2,15,5,2,10,12,15,10,5,12,2,10,3,6,3,7,1,6,5,1,4,0,11,1,0,2,0,0,9,1,3,1,2,28,12,7,5,3,1,0
55,Terni,32,Terni,55032,550320000652,391,179,212,10,11,12,14,22,12,16,16,18,29,29,31,28,19,25,99,7,8,9,6,9,10,5,8,5,13,10,11,10,10,10,48,3,3,3,8,13,2,11,8,13,16,19,20,18,9,15,51,371,164,207,8,39,90,150,84,2,11,46,73,32,6,28,44,77,52,133,61,72,29,185,139,22,77,66,7,108,73,117,56,61,38,14,24,11,20,7,19,4,15,19,10,9,4,30,4,2,10,2,2,20,2,16,5,11,198,76,75,28,14,5,0
55,Terni,32,Terni,55032,550320000653,458,220,238,10,13,16,15,12,16,7,24,27,36,23,21,24,45,55,114,6,8,8,7,7,8,4,9,16,23,11,9,9,15,27,53,4,5,8,8,5,8,3,15,11,13,12,12,15,30,28,61,436,207,229,5,71,105,187,68,3,24,46,103,31,2,47,59,84,37,129,76,53,32,188,211,20,96,94,12,92,117,116,69,47,27,10,17,10,12,5,9,1,8,18,9,9,7,17,3,2,7,1,5,10,2,13,7,6,223,71,94,38,18,2,0
55,Terni,32,Terni,55032,550320000654,631,289,342,15,17,26,20,25,27,24,21,32,46,49,43,34,45,64,143,9,8,12,13,14,15,16,11,17,22,22,18,15,16,25,56,6,9,14,7,11,12,8,10,15,24,27,25,19,29,39,87,605,274,331,26,108,154,241,76,7,33,82,120,32,19,75,72,121,44,201,113,88,52,281,247,25,149,96,27,132,151,185,106,79,51,19,32,13,25,13,22,3,19,29,16,13,6,40,5,4,14,1,2,26,4,16,7,9,320,132,106,53,26,2,1
55,Terni,32,Terni,55032,550320000655,338,137,201,10,15,10,10,12,10,9,15,19,16,24,31,18,18,13,108,3,10,2,5,5,3,6,9,9,5,10,16,4,9,6,35,7,5,8,5,7,7,3,6,10,11,14,15,14,9,7,73,318,127,191,8,72,81,125,32,3,15,32,64,13,5,57,49,61,19,103,52,51,34,146,137,14,67,50,20,79,87,91,50,41,21,6,15,1,11,9,10,2,8,11,4,7,1,18,2,1,5,0,0,13,2,12,2,10,170,71,55,22,19,3,0
55,Terni,32,Terni,55032,550320000656,498,214,284,9,18,15,22,12,27,30,21,24,34,35,34,43,39,28,107,5,8,9,9,8,16,13,12,14,9,16,11,18,15,14,37,4,10,6,13,4,11,17,9,10,25,19,23,25,24,14,70,474,202,272,22,84,163,148,57,5,26,75,74,22,17,58,88,74,35,161,82,79,26,209,168,16,98,65,10,111,103,122,59,63,95,35,60,29,46,20,51,18,33,44,17,27,16,73,6,6,28,1,10,45,5,39,23,16,262,118,78,42,22,2,0
55,Terni,32,Terni,55032,550320000657,477,222,255,10,13,16,20,29,21,11,21,25,31,31,40,31,38,42,98,5,8,10,12,16,11,6,9,10,17,17,18,15,12,18,38,5,5,6,8,13,10,5,12,15,14,14,22,16,26,24,60,458,212,246,27,109,159,125,38,9,46,81,56,20,18,63,78,69,18,103,58,45,20,185,170,12,98,67,8,87,103,76,45,31,102,45,57,46,35,21,23,7,16,79,38,41,19,75,8,11,33,1,8,42,7,27,13,14,251,117,86,28,10,6,4
55,Terni,32,Terni,55032,550320000658,480,232,248,10,12,21,24,17,18,28,18,29,35,40,34,44,43,30,77,7,4,12,18,11,12,15,7,14,16,20,14,22,19,10,31,3,8,9,6,6,6,13,11,15,19,20,20,22,24,20,46,461,222,239,15,92,165,165,24,4,36,84,90,8,11,56,81,75,16,160,96,64,29,216,144,16,113,59,13,103,85,120,70,50,91,44,47,31,50,10,39,18,21,52,26,26,14,71,6,7,36,1,7,35,5,40,26,14,244,107,76,34,21,4,2
55,Terni,32,Terni,55032,550320000659,210,101,109,4,9,8,18,10,9,11,7,11,20,23,16,7,9,9,39,2,4,2,12,5,2,6,6,4,9,14,10,3,6,4,12,2,5,6,6,5,7,5,1,7,11,9,6,4,3,5,27,200,97,103,6,33,62,82,17,3,12,30,44,8,3,21,32,38,9,73,45,28,21,124,57,8,66,22,13,58,35,70,43,27,8,5,3,2,4,2,2,1,1,6,4,2,0,8,0,0,5,0,0,3,0,3,2,1,106,52,24,16,9,4,1
55,Terni,32,Terni,55032,550320000660,90,41,49,3,4,3,6,3,2,2,6,5,3,5,2,5,6,13,22,2,0,1,0,3,2,2,1,3,1,1,1,3,2,5,14,1,4,2,6,0,0,0,5,2,2,4,1,2,4,8,8,84,39,45,6,14,28,28,8,1,7,15,15,1,5,7,13,13,7,27,14,13,9,35,40,3,14,21,6,21,19,24,11,13,6,3,3,2,3,1,1,1,0,5,2,3,1,4,1,0,3,0,1,1,1,3,3,0,40,10,18,6,5,0,1
55,Terni,32,Terni,55032,550320000661,126,60,66,1,4,5,10,10,5,5,3,7,8,12,13,10,9,10,14,0,1,1,4,7,4,3,2,2,3,7,6,6,2,8,4,1,3,4,6,3,1,2,1,5,5,5,7,4,7,2,10,121,59,62,3,12,36,57,13,1,3,16,31,8,2,9,20,26,5,52,29,23,10,78,32,2,42,14,8,36,18,51,28,23,6,2,4,2,3,1,1,0,1,5,2,3,0,5,1,0,2,0,0,3,1,1,1,0,51,14,16,9,9,1,2
55,Terni,32,Terni,55032,550320000662,232,118,114,9,8,8,7,9,11,8,13,15,13,16,15,25,18,13,44,6,5,4,3,3,9,3,6,8,8,7,7,12,9,8,20,3,3,4,4,6,2,5,7,7,5,9,8,13,9,5,24,217,108,109,9,35,61,82,30,5,11,35,41,16,4,24,26,41,14,91,51,40,23,127,75,15,64,37,8,63,38,87,49,38,7,2,5,3,3,1,6,1,5,1,1,0,2,5,0,0,2,0,2,3,0,4,2,2,100,26,39,15,17,3,0
55,Terni,32,Terni,55032,550320000663,248,120,128,12,6,8,9,8,15,14,9,10,17,19,21,21,15,21,43,5,3,5,7,4,7,8,5,4,10,9,8,12,6,12,15,7,3,3,2,4,8,6,4,6,7,10,13,9,9,9,28,232,113,119,9,46,58,93,26,5,14,32,50,12,4,32,26,43,14,74,44,30,24,135,79,13,70,33,11,65,46,70,41,29,10,4,6,2,5,3,6,3,3,4,1,3,2,8,0,0,4,0,2,4,0,4,3,1,123,49,39,21,12,2,0
55,Terni,32,Terni,55032,550320000664,611,293,318,13,23,15,25,21,17,13,25,44,28,37,28,28,42,82,170,8,13,9,11,9,9,8,13,24,18,18,16,9,13,34,81,5,10,6,14,12,8,5,12,20,10,19,12,19,29,48,89,580,275,305,16,106,162,233,63,5,33,77,134,26,11,73,85,99,37,173,104,69,47,249,292,29,128,128,18,121,164,164,100,64,23,8,15,8,10,5,16,6,10,7,2,5,4,17,2,1,7,0,3,10,2,9,4,5,281,73,122,54,28,4,0
55,Terni,32,Terni,55032,550320000665,275,126,149,8,14,11,12,5,4,13,10,19,26,22,27,18,13,26,47,5,7,3,4,3,1,5,4,9,12,11,11,12,5,11,23,3,7,8,8,2,3,8,6,10,14,11,16,6,8,15,24,255,116,139,3,38,64,113,37,2,11,31,54,18,1,27,33,59,19,111,58,53,31,147,86,14,69,39,17,78,47,110,57,53,11,4,7,2,7,2,4,0,4,7,4,3,2,9,0,1,3,0,1,6,0,1,1,0,129,45,45,22,12,4,1
55,Terni,32,Terni,55032,550320000667,166,82,84,4,3,2,11,9,1,6,6,11,7,19,7,6,18,13,43,4,1,1,4,4,1,2,4,6,4,9,5,0,9,7,21,0,2,1,7,5,0,4,2,5,3,10,2,6,9,6,22,160,78,82,4,15,38,74,29,2,4,16,44,12,2,11,22,30,17,48,29,19,7,80,74,5,38,37,2,42,37,46,28,18,5,2,3,2,3,0,4,2,2,1,0,1,2,3,0,1,1,0,1,2,0,2,1,1,75,21,29,15,8,2,0
55,Terni,32,Terni,55032,550320000668,446,225,221,16,14,11,18,26,23,20,27,23,24,36,36,43,37,28,64,11,9,8,12,14,11,13,16,13,11,15,21,15,19,11,26,5,5,3,6,12,12,7,11,10,13,21,15,28,18,17,38,419,206,213,11,48,126,165,69,5,16,73,78,34,6,32,53,87,35,168,85,83,34,238,127,24,120,56,10,118,71,150,76,74,47,25,22,18,20,9,20,9,11,27,16,11,7,38,2,4,21,0,3,17,2,18,9,9,203,70,65,39,24,5,0
55,Terni,32,Terni,55032,550320000670,15,6,9,0,0,0,1,0,0,0,0,0,1,3,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,4,15,6,9,0,5,6,3,1,0,2,1,2,1,0,3,5,1,0,2,1,1,0,5,10,0,1,5,0,4,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,2,0,0,0
55,Terni,32,Terni,55032,550320000671,149,72,77,1,1,8,8,8,9,3,7,5,11,18,15,14,10,10,21,0,1,7,3,5,5,1,3,3,5,8,6,7,5,3,10,1,0,1,5,3,4,2,4,2,6,10,9,7,5,7,11,148,72,76,3,11,29,60,45,1,4,15,28,24,2,7,14,32,21,66,31,35,10,96,41,8,46,18,2,50,23,65,31,34,2,0,2,0,2,0,1,0,1,1,0,1,0,2,0,0,0,0,0,2,0,1,0,1,56,11,18,9,15,3,0
55,Terni,32,Terni,55032,550320000672,511,230,281,15,12,25,29,21,18,25,24,23,38,50,39,41,39,44,68,4,6,8,14,7,8,13,11,15,16,23,15,19,18,23,30,11,6,17,15,14,10,12,13,8,22,27,24,22,21,21,38,487,221,266,15,58,124,204,86,4,20,62,94,41,11,38,62,110,45,195,102,93,48,277,150,17,131,71,31,146,79,183,97,86,36,11,25,11,21,4,25,9,16,11,2,9,4,31,1,1,10,0,3,21,1,12,5,7,217,58,67,55,31,6,0
55,Terni,32,Terni,55032,550320000674,98,48,50,0,4,6,1,7,6,2,1,7,7,6,8,7,8,5,23,0,1,4,0,3,4,1,1,4,5,2,5,2,4,2,10,0,3,2,1,4,2,1,0,3,2,4,3,5,4,3,13,95,47,48,3,13,25,44,10,0,7,16,18,6,3,6,9,26,4,35,21,14,8,50,36,4,26,16,4,24,20,34,20,14,4,2,2,2,2,0,0,0,0,4,2,2,2,2,0,1,1,0,1,1,0,1,1,0,41,11,14,7,7,2,0
55,Terni,32,Terni,55032,550320000678,570,270,300,14,13,21,21,36,28,23,24,21,42,48,44,39,33,53,110,5,7,9,11,16,16,11,11,9,21,24,21,15,20,20,54,9,6,12,10,20,12,12,13,12,21,24,23,24,13,33,56,545,260,285,17,84,151,226,67,5,32,79,119,25,12,52,72,107,42,215,116,99,43,307,193,20,147,94,23,160,99,207,112,95,27,9,18,10,13,4,18,5,13,9,4,5,5,19,3,1,8,0,4,11,3,8,4,4,266,91,90,47,32,6,0
55,Terni,32,Terni,55032,550320000679,100,48,52,1,3,7,6,4,3,3,4,9,8,7,7,5,10,8,15,0,0,4,2,3,2,2,0,4,4,5,4,2,6,3,7,1,3,3,4,1,1,1,4,5,4,2,3,3,4,5,8,98,48,50,4,16,25,40,13,0,8,13,21,6,4,8,12,19,7,35,21,14,11,54,33,4,28,16,7,26,17,34,21,13,2,0,2,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,42,10,18,4,8,2,0
55,Terni,32,Terni,55032,550320000681,213,97,116,4,5,6,6,2,7,8,11,12,12,22,22,14,19,20,43,0,3,4,2,0,4,5,5,2,7,10,13,7,5,11,19,4,2,2,4,2,3,3,6,10,5,12,9,7,14,9,24,206,96,110,8,24,61,70,43,4,9,29,34,20,4,15,32,36,23,68,39,29,15,108,81,7,53,35,8,55,46,65,37,28,9,2,7,1,5,3,4,1,3,5,1,4,0,8,1,0,2,0,0,6,1,3,2,1,93,34,31,18,4,4,2
55,Terni,32,Terni,55032,550320000686,85,43,42,1,1,8,3,1,2,1,7,9,4,3,8,4,18,9,6,0,1,4,2,1,1,1,3,5,3,1,3,1,9,7,1,1,0,4,1,0,1,0,4,4,1,2,5,3,9,2,5,84,43,41,5,10,27,33,9,3,5,14,17,4,2,5,13,16,5,31,18,13,10,42,33,5,21,17,5,21,16,31,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,10,9,7,1,0
55,Terni,32,Terni,55032,550320000690,61,36,25,2,2,2,2,2,6,3,4,3,4,5,3,7,5,3,8,2,2,1,1,2,4,3,2,2,3,2,2,4,1,1,4,0,0,1,1,0,2,0,2,1,1,3,1,3,4,2,4,58,33,25,1,9,16,27,5,1,6,8,15,3,0,3,8,12,2,24,15,9,6,32,14,5,19,6,1,13,8,21,12,9,9,6,3,4,2,3,3,1,2,6,5,1,0,7,2,0,6,0,0,1,2,3,3,0,38,22,11,3,2,0,0
55,Terni,32,Terni,55032,550320000691,20,9,11,0,0,0,0,2,1,0,0,1,1,4,2,1,1,5,2,0,0,0,0,0,1,0,0,0,1,2,2,0,0,2,1,0,0,0,0,2,0,0,0,1,0,2,0,1,1,3,1,20,9,11,0,5,5,8,2,0,2,3,3,1,0,3,2,5,1,10,6,4,0,12,7,0,6,3,0,6,4,10,6,4,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,12,7,3,1,1,0,0
55,Terni,32,Terni,55032,550320000693,27,16,11,0,1,2,0,0,1,0,1,2,0,2,4,1,0,2,11,0,1,2,0,0,0,0,0,1,0,1,3,0,0,0,8,0,0,0,0,0,1,0,1,1,0,1,1,1,0,2,3,27,16,11,2,9,8,6,2,1,6,6,3,0,1,3,2,3,2,9,5,4,3,11,13,3,5,8,0,6,5,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,5,1,2,0,0
55,Terni,32,Terni,55032,550320000694,90,41,49,1,1,2,2,2,5,4,6,6,6,7,3,9,10,9,17,0,1,1,1,0,1,1,6,1,3,4,1,4,5,4,8,1,0,1,1,2,4,3,0,5,3,3,2,5,5,5,9,88,40,48,0,19,19,36,14,0,7,9,19,5,0,12,10,17,9,33,17,16,4,48,36,2,22,17,2,26,19,32,17,15,2,0,2,0,1,1,2,0,2,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,43,17,11,9,6,0,0
55,Terni,32,Terni,55032,550320000695,34,16,18,2,1,0,2,0,0,1,2,2,5,1,1,3,1,2,11,2,0,0,1,0,0,1,0,2,2,1,0,2,0,1,4,0,1,0,1,0,0,0,2,0,3,0,1,1,1,1,7,31,14,17,1,9,11,7,3,0,3,5,5,1,1,6,6,2,2,9,6,3,3,17,14,2,9,5,1,8,9,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,3,3,3,0,0
55,Terni,32,Terni,55032,550320000697,25,10,15,0,1,1,1,1,0,0,1,1,2,0,3,3,5,0,6,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,3,0,1,1,1,1,0,0,1,1,0,0,1,2,3,0,3,24,10,14,0,6,5,12,1,0,3,2,5,0,0,3,3,7,1,5,2,3,1,10,10,0,5,5,1,5,5,5,2,3,4,0,4,2,1,1,3,0,3,1,0,1,1,2,1,0,0,0,1,2,1,0,0,0,12,2,8,1,1,0,0
55,Terni,32,Terni,55032,550320000698,55,25,30,0,1,1,3,4,5,2,0,2,4,8,4,3,3,4,11,0,1,1,0,1,3,2,0,0,1,5,1,3,0,2,5,0,0,0,3,3,2,0,0,2,3,3,3,0,3,2,6,55,25,30,3,7,13,26,6,2,2,6,12,3,1,5,7,14,3,21,11,10,2,35,18,2,16,7,0,19,11,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,9,4,5,0,0
55,Terni,32,Terni,55032,550320000701,31,17,14,0,0,2,2,1,1,2,1,0,5,1,2,2,0,2,10,0,0,2,0,1,1,2,0,0,2,0,2,1,0,1,5,0,0,0,2,0,0,0,1,0,3,1,0,1,0,1,5,31,17,14,1,9,5,10,6,0,5,2,6,4,1,4,3,4,2,15,9,6,2,17,12,2,9,6,0,8,6,15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,5,1,2,0,1
55,Terni,32,Terni,55032,550320000702,98,49,49,1,5,7,2,6,4,2,4,10,13,10,8,4,5,6,11,1,3,6,2,3,3,0,3,3,2,7,3,3,0,6,4,0,2,1,0,3,1,2,1,7,11,3,5,1,5,0,7,92,45,47,4,10,27,42,9,1,8,16,16,4,3,2,11,26,5,39,17,22,13,59,22,10,28,10,3,31,12,37,17,20,4,1,3,0,4,0,2,0,2,2,1,1,0,4,0,0,1,0,0,3,0,2,0,2,46,16,15,8,7,0,0
55,Terni,32,Terni,55032,550320000704,121,60,61,5,4,4,4,5,6,4,6,6,7,9,10,13,10,9,19,2,2,2,3,3,3,2,2,4,3,5,5,6,7,5,6,3,2,2,1,2,3,2,4,2,4,4,5,7,3,4,13,113,57,56,4,12,23,50,24,1,3,17,26,10,3,9,6,24,14,43,25,18,13,69,38,6,36,18,7,33,20,42,25,17,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,55,18,18,12,5,1,1
55,Terni,32,Terni,55032,550320000705,291,142,149,8,13,13,14,15,22,5,18,21,30,22,21,18,13,21,37,6,4,5,5,9,10,2,10,6,16,13,10,12,6,9,19,2,9,8,9,6,12,3,8,15,14,9,11,6,7,12,18,273,133,140,11,42,76,112,32,3,21,35,62,12,8,21,41,50,20,114,66,48,31,171,70,13,86,34,18,85,36,108,61,47,19,9,10,10,7,2,7,3,4,12,6,6,3,15,1,2,7,0,1,8,1,6,5,1,130,38,43,30,18,1,0
55,Terni,32,Terni,55032,550320000708,405,200,205,14,13,10,10,21,15,22,22,18,31,29,40,25,27,26,82,10,6,6,7,11,7,13,13,10,14,13,20,14,10,11,35,4,7,4,3,10,8,9,9,8,17,16,20,11,17,15,47,379,185,194,8,66,84,154,67,3,22,46,83,31,5,44,38,71,36,156,88,68,30,209,133,19,112,55,11,97,78,141,79,62,33,14,19,13,16,4,23,9,14,10,5,5,7,24,2,3,10,1,4,14,1,15,9,6,191,74,52,40,20,3,2
55,Terni,32,Terni,55032,550320000709,285,140,145,9,16,10,11,10,8,13,15,23,23,21,31,18,19,19,39,4,8,3,6,6,5,9,8,12,13,11,15,9,9,7,15,5,8,7,5,4,3,4,7,11,10,10,16,9,10,12,24,265,131,134,15,37,95,93,25,7,11,52,51,10,8,26,43,42,15,104,62,42,30,140,75,14,76,30,16,64,45,84,49,35,40,20,20,11,21,8,23,11,12,17,9,8,5,33,2,1,18,1,4,15,1,20,13,7,151,80,32,24,9,3,3
55,Terni,32,Terni,55032,550320000710,28,12,16,3,1,3,1,0,0,2,2,3,2,3,1,1,2,1,3,0,0,0,1,0,0,0,1,3,0,3,0,1,0,1,2,3,1,3,0,0,0,2,1,0,2,0,1,0,2,0,1,24,12,12,2,7,3,9,3,1,2,2,6,1,1,5,1,3,2,9,6,3,7,14,6,0,9,3,7,5,3,9,6,3,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,11,3,2,3,3,0,0
55,Terni,32,Terni,55032,550320000713,726,353,373,14,27,21,31,36,44,35,31,33,49,46,72,70,63,40,114,5,14,13,19,18,21,19,11,20,16,25,27,36,35,23,51,9,13,8,12,18,23,16,20,13,33,21,45,34,28,17,63,690,336,354,24,99,178,295,94,7,38,96,158,37,17,61,82,137,57,264,146,118,56,414,212,29,198,108,27,216,104,247,134,113,44,18,26,17,14,13,15,6,9,29,12,17,6,33,5,3,14,1,3,19,4,17,12,5,330,123,88,63,47,6,3
55,Terni,32,Terni,55032,550320000714,390,194,196,14,20,22,17,15,17,21,31,17,20,34,27,24,19,15,77,10,14,13,7,5,12,9,14,11,11,18,14,14,10,5,27,4,6,9,10,10,5,12,17,6,9,16,13,10,9,10,50,358,171,187,20,73,96,133,36,7,22,57,68,17,13,51,39,65,19,123,75,48,30,147,109,20,81,41,10,66,68,85,50,35,104,52,52,46,47,11,46,24,22,58,28,30,26,76,2,17,34,1,9,42,1,38,25,13,188,78,51,37,16,2,4
55,Terni,32,Terni,55032,550320000715,96,48,48,6,2,6,3,2,8,9,5,3,7,7,14,5,6,1,12,4,1,4,1,2,3,3,5,1,3,5,7,2,4,0,3,2,1,2,2,0,5,6,0,2,4,2,7,3,2,1,9,88,43,45,4,12,31,37,4,1,2,17,22,1,3,10,14,15,3,33,22,11,12,53,19,7,29,7,5,24,12,28,20,8,12,5,7,2,9,1,0,0,0,12,5,7,2,10,0,2,3,0,0,7,0,5,2,3,38,11,10,7,7,2,1
55,Terni,32,Terni,55032,550320000717,199,91,108,7,10,8,6,13,18,16,9,4,11,16,13,12,13,6,37,2,4,5,4,7,6,8,7,2,5,8,6,6,7,2,12,5,6,3,2,6,12,8,2,2,6,8,7,6,6,4,25,183,86,97,6,23,39,83,32,3,8,21,40,14,3,15,18,43,18,72,40,32,16,90,55,8,45,20,8,45,35,54,29,25,38,18,20,17,18,3,10,3,7,28,15,13,9,28,1,3,14,1,6,14,0,18,11,7,75,23,17,17,11,2,5
55,Terni,32,Terni,55032,550320000718,251,110,141,9,8,11,13,14,10,9,14,15,19,23,18,13,13,19,43,6,4,4,4,6,5,4,5,6,10,11,8,8,5,8,16,3,4,7,9,8,5,5,9,9,9,12,10,5,8,11,27,236,102,134,6,52,71,86,21,2,14,38,40,8,4,38,33,46,13,102,54,48,18,116,74,7,55,29,11,61,45,83,42,41,43,19,24,16,23,4,20,8,12,23,11,12,10,32,1,7,12,0,3,20,1,19,12,7,117,49,30,16,16,6,0
